PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Redpath, SM; Linnell, JDC; Festa-Bianchet, M; Boitani, L; Bunnefeld, N; Dickman, A; Gutierrez, RJ; Irvine, RJ; Johansson, M; Majic, A; McMahon, BJ; Pooley, S; Sandstrom, C; Sjolander-Lindqvist, A; Skogen, K; Swenson, JE; Trouwborst, A; Young, J; Milner-Gulland, EJ				Redpath, Steve M.; Linnell, John D. C.; Festa-Bianchet, Marco; Boitani, Luigi; Bunnefeld, Nils; Dickman, Amy; Gutierrez, R. J.; Irvine, R. J.; Johansson, Maria; Majic, Aleksandra; McMahon, Barry J.; Pooley, Simon; Sandstrom, Camilla; Sjolander-Lindqvist, Annelie; Skogen, Ketil; Swenson, Jon E.; Trouwborst, Arie; Young, Juliette; Milner-Gulland, E. J.			Don't forget to look down - collaborative approaches to predator conservation	BIOLOGICAL REVIEWS				Article									[Redpath, Steve M.] Univ Aberdeen, Inst Biol & Environm Sci, Zool Bldg,Tillydrone Ave, Aberdeen AB24 2TZ, Scotland; [Redpath, Steve M.] Swedish Univ Agr Sci, Dept Ecol, Grimso Wildlife Res Stn, SE-73091 Riddarhyttan, Sweden; [Linnell, John D. C.; Swenson, Jon E.] Norwegian Inst Nat Res, POB 5685 Sluppen, NO-7485 Trondheim, Norway; [Festa-Bianchet, Marco] Univ Sherbrooke, Fac Sci, Dept Biol, 2500 Blvd Univ, Sherbrooke, PQ J1K 2R1, Canada; [Boitani, Luigi] Univ Roma La Sapienza, Dept Biol & Biotechnol, Piazzale Aldo Moro 5, I-500185 Rome, Italy; [Bunnefeld, Nils] Univ Stirling, Dept Biol & Environm Sci, Fac Nat Sci, Stirling FK9 4LA, Scotland; [Dickman, Amy] Univ Oxford, Dept Zool, Wildlife Conservat Res Unit, Recanati Kaplan Ctr, Abingdon OX13 5QL, Oxon, England; [Gutierrez, R. J.] Univ Minnesota, Dept Fisheries & Wildlife, St Paul, MN 87102 USA; [Irvine, R. J.] James Hutton Inst, Aberdeen AB15 8QH, Scotland; [Johansson, Maria] Lund Univ, Dept Architecture & Built Environm, Environm Psychol, POB 118, S-221 Lund, Sweden; [Majic, Aleksandra] Biotechn Fac, Dept Biol, SI-1000 Ljubljana, Slovenia; [McMahon, Barry J.] Univ Coll Dublin Belfield, UCD Sch Agr & Food Sci, Dublin 4, Ireland; [Pooley, Simon] Birkbeck Univ London, Dept Geog Environm & Dev Studies, London WC1H 9EZ, England; [Sandstrom, Camilla] Umea Univ, Dept Polit Sci, SE-90187 Umea, Sweden; [Sjolander-Lindqvist, Annelie] Univ Gothenburg, Gothenburg Res Inst, Box 603, S-40530 Gothenburg, Sweden; [Skogen, Ketil] Norwegian Inst Nat Res, Gaustadalleen 21, NO-0349 Oslo, Norway; [Swenson, Jon E.] Norwegian Univ Life Sci, Fac Environm Sci & Nat Resource Management, POB 5003, NO-1432 As, Norway; [Trouwborst, Arie] Tilburg Univ, Dept European & Int Publ Law, POB 90153, NL-5000 LE Tilburg, Netherlands; [Young, Juliette] NERFC Ctr Ecol & Hydrol, Bush Estate, Penicuik EH26 0QB, Midlothian, Scotland; [Milner-Gulland, E. J.] Univ Oxford, Dept Zool & Merton Coll, Biodivers, Oxford OX1 3PS, England		Redpath, SM (corresponding author), Univ Aberdeen, Inst Biol & Environm Sci, Zool Bldg,Tillydrone Ave, Aberdeen AB24 2TZ, Scotland.; Redpath, SM (corresponding author), Swedish Univ Agr Sci, Dept Ecol, Grimso Wildlife Res Stn, SE-73091 Riddarhyttan, Sweden.	s.redpath@abdn.ac.uk								85	85											NOV	2017	92	4					2157	2163		10.1111/brv.12326	http://dx.doi.org/10.1111/brv.12326												2022-09-28	WOS:000412314400016
J	Mykra, S; Pohja-Mykra, M; Vuorisalo, T				Mykra, Sakari; Pohja-Mykra, Mari; Vuorisalo, Timo			Hunters' attitudes matter: diverging bear and wolf population trajectories in Finland in the late nineteenth century and today	EUROPEAN JOURNAL OF WILDLIFE RESEARCH				Article									[Mykra, Sakari; Vuorisalo, Timo] Univ Turku, Dept Biol, FI-20014 Turku, Finland; [Mykra, Sakari] Laviantie 19, FI-29600 Noormarkku, Finland; [Pohja-Mykra, Mari] Univ Helsinki, Ruralia Inst, Kampusranta 9 C, FI-60320 Seinajoki, Finland		Mykra, S (corresponding author), Univ Turku, Dept Biol, FI-20014 Turku, Finland.; Mykra, S (corresponding author), Laviantie 19, FI-29600 Noormarkku, Finland.	sakari@hwmato.fi								8	8											OCT	2017	63	5							76	10.1007/s10344-017-1134-1	http://dx.doi.org/10.1007/s10344-017-1134-1												2022-09-28	WOS:000411059800005
J	Raithel, JD; Reynolds-Hogland, MJ; Koons, DN; Carr, PC; Aubry, LM				Raithel, Jarod D.; Reynolds-Hogland, Melissa J.; Koons, David N.; Carr, Patrick C.; Aubry, Lise M.			Recreational harvest and incident-response management reduce human-carnivore conflicts in an anthropogenic landscape	JOURNAL OF APPLIED ECOLOGY				Article									[Raithel, Jarod D.; Koons, David N.; Aubry, Lise M.] Utah State Univ, Ecol Ctr, Dept Wildland Resources, Logan, UT 84322 USA; [Reynolds-Hogland, Melissa J.] Bear Trust Int, Missoula, MT USA; [Carr, Patrick C.] New Jersey Div Fish & Wildlife, Trenton, NJ USA		Raithel, JD (corresponding author), Utah State Univ, Ecol Ctr, Dept Wildland Resources, Logan, UT 84322 USA.	jarod.raithel@aggiemail.usu.edu								14	14											OCT	2017	54	5					1552	1562		10.1111/1365-2664.12830	http://dx.doi.org/10.1111/1365-2664.12830												2022-09-28	WOS:000410678700028
J	Hindrikson, M; Remm, J; Pilot, M; Godinho, R; Stronen, AV; Baltrunaite, L; Czarnomska, SD; Leonard, JA; Randi, E; Nowak, C; Akesson, M; Lopez-Bao, JV; Alvares, F; Llaneza, L; Echegaray, J; Vila, C; Ozolins, J; Rungis, D; Aspi, J; Paule, L; Skrbinsek, T; Saarma, U				Hindrikson, Maris; Remm, Jaanus; Pilot, Malgorzata; Godinho, Raquel; Stronen, Astrid Vik; Baltrunaite, Laima; Czarnomska, Sylwia D.; Leonard, Jennifer A.; Randi, Ettore; Nowak, Carsten; Akesson, Mikael; Vicente Lopez-Bao, Jose; Alvares, Francisco; Llaneza, Luis; Echegaray, Jorge; Vila, Carles; Ozolins, Janis; Rungis, Dainis; Aspi, Jouni; Paule, Ladislav; Skrbinsek, Tomaz; Saarma, Urmas			Wolf population genetics in Europe: a systematic review, meta-analysis and suggestions for conservation and management	BIOLOGICAL REVIEWS				Review									[Hindrikson, Maris; Remm, Jaanus; Saarma, Urmas] Univ Tartu, Inst Ecol & Earth Sci, Dept Zool, Vanemuise 46, EE-51014 Tartu, Estonia; [Pilot, Malgorzata] Univ Lincoln, Sch Life Sci, Green Lane, Lincoln LN6 7DL, England; [Godinho, Raquel; Alvares, Francisco] Univ Porto, InBio Ctr Invest Biodiversidade & Recursos Genet, CIBIO, Campus Agr Vairao, P-4485661 Vairao, Portugal; [Godinho, Raquel] Univ Porto, Fac Ciencias, Dept Biol, Rua Campo Alegre S-N, P-4169007 Oporto, Portugal; [Stronen, Astrid Vik; Randi, Ettore] Aalborg Univ, Sect Biol & Environm Sci, Dept Chem & Biosci, Fredrik Bajers Vej 7H, DK-9220 Aalborg, Denmark; [Baltrunaite, Laima] Nat Res Ctr, Lab Mammalian Biol, Akad 2, LT-08412 Vilnius, Lithuania; [Czarnomska, Sylwia D.] Polish Acad Sci, Mammal Res Inst, Waszkiewicza 1, PL-17230 Bialowieza, Poland; [Leonard, Jennifer A.; Echegaray, Jorge; Vila, Carles] CSIC, EBD, Conservat & Evolutionary Genet Grp, Dept Integrat Ecol, Avd Amer Vespucio S-N, Seville 41092, Spain; [Randi, Ettore] ISPRA, Lab Genet, I-40064 Bologna, Italy; [Nowak, Carsten] Senckenberg Res Inst, Conservat Genet Grp, Clamecystr 12, D-63571 Gelnhausen, Germany; [Nowak, Carsten] Nat Hist Museum Frankfurt, Clamecystr 12, D-63571 Gelnhausen, Germany; [Akesson, Mikael] Swedish Univ Agr Sci, Grimso Wildlife Res Stn, Dept Ecol, SE-73091 Riddarhyttan, Sweden; [Vicente Lopez-Bao, Jose] Oviedo Univ, CSIC, Res Unit Biodivers, UO,PA, Mieres 33600, Spain; [Llaneza, Luis] ARENA Asesores Recursos Nat SL, 12 Entlo 2B, Lugo 27003, Spain; [Ozolins, Janis; Rungis, Dainis] Latvian State Forest Res Inst Silava, Rigas Iela 111, LV-2169 Salaspils, Latvia; [Aspi, Jouni] Univ Oulu, Dept Genet & Physiol, Oulu 90014, Finland; [Paule, Ladislav] Tech Univ, Fac Forestry, Dept Phytol, TG Masaryk Str 24, SK-96053 Zvolen, Slovakia; [Skrbinsek, Tomaz] Univ Ljubljana, Biotech Fac, Dept Biol, Vecna Pot 111, Ljubljana 1000, Slovenia		Saarma, U (corresponding author), Univ Tartu, Inst Ecol & Earth Sci, Dept Zool, Vanemuise 46, EE-51014 Tartu, Estonia.	Urmas.Saarma@ut.ee								74	77											AUG	2017	92	3					1601	1629		10.1111/brv.12298	http://dx.doi.org/10.1111/brv.12298												2022-09-28	WOS:000404744100019
J	Sollund, R				Sollund, Ragnhild			Perceptions and law enforcement of illegal and legal wolf killing in Norway: organized crime or folk crime?	PALGRAVE COMMUNICATIONS				Article									[Sollund, Ragnhild] Univ Oslo, Criminol & Sociol Law, Oslo, Norway		Sollund, R (corresponding author), Univ Oslo, Criminol & Sociol Law, Oslo, Norway.	ragnhild.sollund@jus.uio.no								9	9											JUL 4	2017	3								17059	10.1057/palcomms.2017.59	http://dx.doi.org/10.1057/palcomms.2017.59												2022-09-28	WOS:000453962800005
J	Pirie, TJ; Thomas, RL; Fellowes, MDE				Pirie, Tara J.; Thomas, Rebecca L.; Fellowes, Mark D. E.			Increasing game prices may alter farmers' behaviours towards leopards (Panthera pardus) and other carnivores in South Africa	PEERJ				Article									[Pirie, Tara J.; Thomas, Rebecca L.; Fellowes, Mark D. E.] Univ Reading, Sch Biol Sci, People Wildlife Res Grp, Reading, Berks, England; [Pirie, Tara J.] Ingwe Leopard Res, Lydenburg, Mpumalanga, South Africa; [Thomas, Rebecca L.] Royal Holloway Univ London, Sch Biol Sci, Egham, Surrey, England		Fellowes, MDE (corresponding author), Univ Reading, Sch Biol Sci, People Wildlife Res Grp, Reading, Berks, England.	m.fellowes@reading.ac.uk								7	7											MAY 30	2017	5								e3369	10.7717/peerj.3369	http://dx.doi.org/10.7717/peerj.3369												2022-09-28	WOS:000402559800007
J	Epstein, Y				Epstein, Yaffa			Killing Wolves to Save Them? Legal Responses to "Tolerance Hunting" in the European Union and United States	REVIEW OF EUROPEAN COMPARATIVE & INTERNATIONAL ENVIRONMENTAL LAW				Article									[Epstein, Yaffa] Uppsala Univ, Res Project Claws & Laws, S-75105 Uppsala, Sweden		Epstein, Y (corresponding author), Uppsala Univ, Res Project Claws & Laws, S-75105 Uppsala, Sweden.	yaffa.epstein@jur.uu.se								13	13											APR	2017	26	1					19	29		10.1111/reel.12188	http://dx.doi.org/10.1111/reel.12188												2022-09-28	WOS:000398845200003
J	Chapron, G; Treves, A				Chapron, Guillaume; Treves, Adrian			Reply to comment by Pepin et al. 2017	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES				Editorial Material									[Chapron, Guillaume] Swedish Univ Agr Sci, Dept Ecol, Grimso Wildlife Res Stn, S-73091 Riddarhyttan, Sweden; [Treves, Adrian] Univ Wisconsin, Nelson Inst Environm Studies, 30A Sci Hall,550 North Pk St, Madison, WI 53706 USA		Chapron, G (corresponding author), Swedish Univ Agr Sci, Dept Ecol, Grimso Wildlife Res Stn, S-73091 Riddarhyttan, Sweden.; Treves, A (corresponding author), Univ Wisconsin, Nelson Inst Environm Studies, 30A Sci Hall,550 North Pk St, Madison, WI 53706 USA.	guillaume.chapron@slu.se; atreves@wisc.edu								6	6											MAR 29	2017	284	1851							20162571	10.1098/rspb.2016.2571	http://dx.doi.org/10.1098/rspb.2016.2571												2022-09-28	WOS:000397884000013
J	Pepin, KM; Kay, SL; Davis, AJ				Pepin, Kim M.; Kay, Shannon L.; Davis, Amy J.			Comment on: 'Blood does not buy goodwill: allowing culling increases poaching of a large carnivore'	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES				Editorial Material									[Pepin, Kim M.; Kay, Shannon L.; Davis, Amy J.] USDA, Natl Wildlife Res Ctr, Anim & Plant Hlth Inspect Serv, Wildlife Serv, 4101 Laporte Ave, Ft Collins, CO 80521 USA		Pepin, KM (corresponding author), USDA, Natl Wildlife Res Ctr, Anim & Plant Hlth Inspect Serv, Wildlife Serv, 4101 Laporte Ave, Ft Collins, CO 80521 USA.	kim.m.pepin@aphis.usda.gov								9	9											MAR 29	2017	284	1851							20161459	10.1098/rspb.2016.1459	http://dx.doi.org/10.1098/rspb.2016.1459												2022-09-28	WOS:000397884000001
J	Blanco, JC				Carlos Blanco, Juan			WOLF MANAGEMENT IN SPAIN. SCIENTIFIC DEBATES ON WOLF HUNTING	ARBOR-CIENCIA PENSAMIENTO Y CULTURA				Article									[Carlos Blanco, Juan] Proyecto Lobo Consultores Biol Conservac, Madrid, Spain		Blanco, JC (corresponding author), Proyecto Lobo Consultores Biol Conservac, Madrid, Spain.	jc.blanco2503@gmail.com								3	3												2017	193	786							a418	10.3989/arbor.2017.786n4007	http://dx.doi.org/10.3989/arbor.2017.786n4007												2022-09-28	WOS:000423307600008
J	Linnell, JDC; Trouwborst, A; Fleurke, FM				Linnell, John D. C.; Trouwborst, Arie; Fleurke, Floor M.			When is it acceptable to kill a strictly protected carnivore? Exploring the legal constraints on wildlife management within Europe's Bern Convention	NATURE CONSERVATION-BULGARIA				Article									[Linnell, John D. C.] Norwegian Inst Nat Res, POB 5685 Torgard, NO-7485 Trondheim, Norway; [Trouwborst, Arie; Fleurke, Floor M.] Tilburg Law Sch, Dept European & Int Publ Law, POB 19053, NL-5000 LE Tilburg, Netherlands		Linnell, JDC (corresponding author), Norwegian Inst Nat Res, POB 5685 Torgard, NO-7485 Trondheim, Norway.	john.linnell@nina.no								20	21												2017		21					129	157		10.3897/natureconservation.21.12836	http://dx.doi.org/10.3897/natureconservation.21.12836												2022-09-28	WOS:000411522900006
J	Salo, M; Hiedanpaa, J; Luoma, M; Pellikka, J				Salo, Matti; Hiedanpaa, Juha; Luoma, Mikael; Pellikka, Jani			Nudging the Impasse? Lessons From the Nationwide Online Wolf Management Forum in Finland	SOCIETY & NATURAL RESOURCES				Article									[Salo, Matti; Hiedanpaa, Juha] Nat Resources Inst Finland, Itainen Pitkakatu 3, FIN-20520 Turku, Finland; [Luoma, Mikael] Finnish Wildlife Agcy, Seinajoki, Finland; [Pellikka, Jani] Nat Resources Inst Finland, Helsinki, Finland		Salo, M (corresponding author), Nat Resources Inst Finland, Itainen Pitkakatu 3, FIN-20520 Turku, Finland.	matti.salo@luke.fi								2	2												2017	30	9					1141	1157		10.1080/08941920.2016.1273416	http://dx.doi.org/10.1080/08941920.2016.1273416												2022-09-28	WOS:000407554200008
J	Rutledge, LY; Desy, G; Fryxell, JM; Middel, K; White, BN; Patterson, BR				Rutledge, Linda Y.; Desy, Glenn; Fryxell, John M.; Middel, Kevin; White, Bradley N.; Patterson, Brent R.			Patchy distribution and low effective population size raise concern for an at-risk top predator	DIVERSITY AND DISTRIBUTIONS				Article									[Rutledge, Linda Y.; White, Bradley N.] Trent Univ, Dept Biol, 2140 East Bank Dr, Peterborough, ON K9J 7B8, Canada; [Desy, Glenn; Fryxell, John M.] Univ Guelph, Dept Integrat Biol, Summerlee Sci Complex, Guelph, ON N1G 2W1, Canada; [Middel, Kevin; Patterson, Brent R.] Trent Univ, Ontario Minist Nat Resources & Forestry, DNA Bldg,2140 East Bank Dr, Peterborough, ON K9L 0G2, Canada		Rutledge, LY (corresponding author), Trent Univ, Dept Biol, 2140 East Bank Dr, Peterborough, ON K9J 7B8, Canada.	lrutledge@trentu.ca								7	8											JAN	2017	23	1					79	89		10.1111/ddi.12496	http://dx.doi.org/10.1111/ddi.12496												2022-09-28	WOS:000389944100007
J	Chapron, G; Treves, A				Chapron, Guillaume; Treves, Adrian			Blood does not buy goodwill: allowing culling increases poaching of a large carnivore (vol 283, 20152939, 2016)	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES				Correction																				12	12											DEC 28	2016	283	1845							20162577	10.1098/rspb.2016.2577	http://dx.doi.org/10.1098/rspb.2016.2577												2022-09-28	WOS:000391104300019
J	Lusseau, D; Lee, PC				Lusseau, David; Lee, Phyllis C.			Can We Sustainably Harvest Ivory?	CURRENT BIOLOGY				Article									[Lusseau, David] Univ Aberdeen, Inst Biol & Environm Sci, Aberdeen AB24 2TZ, Scotland; [Lee, Phyllis C.] Univ Stirling, Fac Nat Sci, Stirling FK9 4LA, Scotland		Lusseau, D (corresponding author), Univ Aberdeen, Inst Biol & Environm Sci, Aberdeen AB24 2TZ, Scotland.	d.lusseau@abdn.ac.uk								9	9											NOV 7	2016	26	21					2951	2956		10.1016/j.cub.2016.08.060	http://dx.doi.org/10.1016/j.cub.2016.08.060												2022-09-28	WOS:000387835700032
J	Kuijper, DPJ; Sahlen, E; Elmhagen, B; Chamaille-Jammes, S; Sand, H; Lone, K; Cromsigt, JPGM				Kuijper, D. P. J.; Sahlen, E.; Elmhagen, B.; Chamaille-Jammes, S.; Sand, H.; Lone, K.; Cromsigt, J. P. G. M.			Paws without claws? Ecological effects of large carnivores in anthropogenic landscapes	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES				Article									[Kuijper, D. P. J.] Polish Acad Sci, Mammal Res Inst, Ul Waszkiewicza 1d, PL-17230 Bialowieza, Poland; [Sahlen, E.; Cromsigt, J. P. G. M.] Swedish Univ Agr Sci, Dept Wildlife Fish & Environm Studies, S-90183 Umea, Sweden; [Sahlen, E.] North Carolina State Univ, Dept Forestry & Environm Resources, Fisheries Wildlife & Conservat Biol Program, 110 Brooks Ave, Raleigh, NC 27607 USA; [Elmhagen, B.] Stockholm Univ, Dept Zool, S-10691 Stockholm, Sweden; [Chamaille-Jammes, S.] Univ Montpellier 3, Univ Montpellier, CNRS, CEFE,UMR 5175,EPHE, 1919 Route Mende, F-34293 Montpellier 5, France; [Sand, H.] Swedish Univ Agr Sci, Dept Ecol, Grimso Wildlife Res Stn, Riddarhyttan, Sweden; [Lone, K.] Norwegian Polar Res Inst, Fram Ctr, N-9296 Tromso, Norway; [Cromsigt, J. P. G. M.] Nelson Mandela Metropolitan Univ, Dept Zool, Ctr African Conservat Ecol, POB 77000, ZA-6031 Port Elizabeth, South Africa		Kuijper, DPJ (corresponding author), Polish Acad Sci, Mammal Res Inst, Ul Waszkiewicza 1d, PL-17230 Bialowieza, Poland.	dkuijper@ibs.bialowieza.pl								101	101											OCT 26	2016	283	1841							20161625	10.1098/rspb.2016.1625	http://dx.doi.org/10.1098/rspb.2016.1625												2022-09-28	WOS:000386492600011
J	Brink, H; Smith, RJ; Skinner, K; Leader-Williams, N				Brink, Henry; Smith, Robert J.; Skinner, Kirsten; Leader-Williams, Nigel			Sustainability and Long Term-Tenure: Lion Trophy Hunting in Tanzania	PLOS ONE				Article									[Brink, Henry; Skinner, Kirsten] Selous Lion Project, POB 34514, Dar Es Salaam, Tanzania; [Brink, Henry; Smith, Robert J.] Univ Kent, Durrell Inst Conservat & Ecol, Canterbury CT2 7NR, Kent, England; [Skinner, Kirsten] Univ Queensland, Sch Geog Planning & Environm Management, Brisbane, Qld 4072, Australia; [Leader-Williams, Nigel] Univ Cambridge, Dept Geog, Downing Pl, Cambridge CB2 3EN, England		Brink, H (corresponding author), Selous Lion Project, POB 34514, Dar Es Salaam, Tanzania.; Brink, H (corresponding author), Univ Kent, Durrell Inst Conservat & Ecol, Canterbury CT2 7NR, Kent, England.	selouslion@gmail.com								12	12											SEP 20	2016	11	9							e0162610	10.1371/journal.pone.0162610	http://dx.doi.org/10.1371/journal.pone.0162610												2022-09-28	WOS:000383892100025
J	O'Bryan, CJ; Braczkowski, AR; Beyer, HL; Carter, NH; Watson, JEM; McDonald-Madden, E				O'Bryan, Christopher J.; Braczkowski, Alexander R.; Beyer, Hawthorne L.; Carter, Neil H.; Watson, James E. M.; McDonald-Madden, Eve			The contribution of predators and scavengers to human well-being	NATURE ECOLOGY & EVOLUTION				Review									[O'Bryan, Christopher J.; Braczkowski, Alexander R.; Watson, James E. M.; McDonald-Madden, Eve] Univ Queensland, Ctr Biodivers & Conservat Sci, Sch Earth & Environm Sci, Brisbane, Qld 4072, Australia; [Beyer, Hawthorne L.] Univ Queensland, Ctr Biodivers & Conservat Sci, Sch Biol Sci, Brisbane, Qld 4072, Australia; [Carter, Neil H.] Boise State Univ, Coll Innovat & Design, Human Environm Syst Ctr, Boise, ID 83725 USA; [Watson, James E. M.] Wildlife Conservat Soc, Global Conservat Program, 2300 Southern Blvd, Bronx, NY 10460 USA; [McDonald-Madden, Eve] Univ Queensland, Australian Res Council, Ctr Excellence Environm Decis, Brisbane, Qld 4072, Australia		O'Bryan, CJ (corresponding author), Univ Queensland, Ctr Biodivers & Conservat Sci, Sch Earth & Environm Sci, Brisbane, Qld 4072, Australia.	c.obryan@uq.edu.au								95	98											FEB	2018	2	2					229	236		10.1038/s41559-017-0421-2	http://dx.doi.org/10.1038/s41559-017-0421-2												2022-09-28	WOS:000426516400011
B	Sollund, RA	Sollund, RA			Sollund, Ragnhild Aslaug	Sollund, RA		The Crimes of Wildlife Trafficking Issues of Justice, Legality and Morality Preface and acknowledgements	CRIMES OF WILDLIFE TRAFFICKING: ISSUES OF JUSTICE, LEGALITY AND MORALITY	Green Criminology			Editorial Material; Book Chapter									[Sollund, Ragnhild Aslaug] Univ Oslo, Dept Criminol & Sociol Law, Criminol, Oslo, Norway		Sollund, RA (corresponding author), Univ Oslo, Dept Criminol & Sociol Law, Criminol, Oslo, Norway.									0	0												2019							XII	+				10.4324/9781315550428											2022-09-28	WOS:000489906000001
J	Kuijper, DPJ; Churski, M; Trouwborst, A; Heurich, M; Smit, C; Kerley, GIH; Cromsigt, JPGM				Kuijper, D. P. J.; Churski, M.; Trouwborst, A.; Heurich, M.; Smit, C.; Kerley, G. I. H.; Cromsigt, J. P. G. M.			Keep the wolf from the door: How to conserve wolves in Europe's human-dominated landscapes?	BIOLOGICAL CONSERVATION				Article									[Kuijper, D. P. J.; Churski, M.] Polish Acad Sci, Mammal Res Inst, Stoczek 1, PL-17230 Bialowieza, Poland; [Trouwborst, A.] Tilburg Univ, Dept European & Int Law, Tilburg Law Sch, POB 90153, NL-5000 LE Tilburg, Netherlands; [Heurich, M.] Univ Freiburg, Chair Wildlife Ecol & Wildlife Management, Tennenbacher Str 4, Freiburg, Germany; [Smit, C.] Univ Groningen, Conservat Ecol Grp, Groningen Inst Evolutionary Life Sci, POB 11103, NL-9700 CC Groningen, Netherlands; [Kerley, G. I. H.; Cromsigt, J. P. G. M.] Nelson Mandela Univ, Ctr African Conservat Ecol, Dept Zool, POB 77000, Port Elizabeth, South Africa; [Cromsigt, J. P. G. M.] Swedish Univ Agr Sci, Dept Wildlife Fish & Environm Studies, S-90183 Umea, Sweden; [Cromsigt, J. P. G. M.] Univ Utrecht, Copernicus Inst Sustainable Dev, Environm Sci, POB 80115, NL-3508 TC Utrecht, Netherlands		Kuijper, DPJ (corresponding author), Polish Acad Sci, Mammal Res Inst, Stoczek 1, PL-17230 Bialowieza, Poland.	dkuijper@ibs.bialowieza.pl								28	28											JUL	2019	235						102	111		10.1016/j.biocon.2019.04.004	http://dx.doi.org/10.1016/j.biocon.2019.04.004												2022-09-28	WOS:000472696400011

